0.7071
0.7071
0.6872 0.1677
0.6646 0.2413
0.6431 0.2806 0.0875
0.6233 0.3031 0.1401
0.6052 0.3164 0.1743 0.0561
0.5888 0.3244 0.1976 0.0947
0.5739 0.3291 0.2141 0.1224 0.0399
0.5601 0.3315 0.2260 0.1429 0.0695
0.5475 0.3325 0.2347 0.1586 0.0922 0.0303
